id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,new_date,new_sqft_living,price_level
6197800045,290000.0,3.0,1.0,1210,33919,1.0,True,0,3,98058,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,201409,1210,2
1328310370,375000.0,3.0,2.5,2340,10005,1.0,True,0,4,98058,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,201504,2250,2
546000875,460000.0,3.0,1.0,1670,4005,1.5,True,0,4,98117,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,201405,1670,3
3530510041,188500.0,2.0,1.75,1240,2493,1.0,True,0,4,98198,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,201407,1240,1
1853000400,680000.0,4.0,2.5,3140,28037,2.0,True,0,4,98077,3140,0,1991,0,98077,47.7304,-122.08200000000001,2990,35001,201503,2990,3
3134100116,470000.0,5.0,1.75,2030,12342,2.0,True,0,4,98052,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,201408,2030,3
9545230140,597750.0,4.0,2.5,2310,9624,2.0,True,0,3,98027,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,201407,2310,3
3362400511,570000.0,3.0,1.75,1260,3328,1.0,True,0,5,98103,700,560,1905,0,98103,47.6823,-122.34899999999999,1380,3536,201503,1380,3
2525310310,272500.0,3.0,1.75,1540,12600,1.0,True,0,4,98038,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,201409,1540,2
6126500060,329950.0,3.0,1.75,2080,5969,1.0,True,2,3,98108,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,201411,2080,2
8961960160,480000.0,4.0,2.5,3230,16171,2.0,True,3,3,98001,2520,710,2001,0,98001,47.3183,-122.25299999999999,2640,8517,201410,3230,3
3626039325,740500.0,3.0,3.5,4380,6350,2.0,True,0,3,98117,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,201411,4380,3
3362400431,518500.0,3.0,3.5,1590,1102,3.0,True,0,3,98103,1590,0,2010,0,98103,47.6824,-122.34700000000001,1620,3166,201406,1590,3
4060000240,205425.0,2.0,1.0,880,6780,1.0,True,0,4,98178,880,0,1945,0,98178,47.5009,-122.24799999999999,1190,6780,201406,880,1
3454800060,171800.0,4.0,2.0,1570,9600,1.0,True,0,3,98168,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,201501,1880,1
1695900060,535000.0,4.0,1.0,1610,2982,1.5,True,0,4,98144,1610,0,1925,0,98144,47.586999999999996,-122.294,1610,4040,201505,1610,3
7278700070,660000.0,3.0,2.5,2400,6474,1.0,True,2,3,98177,1560,840,1964,0,98177,47.7728,-122.38600000000001,2340,10856,201501,2340,3
6675500070,391500.0,3.0,2.0,1450,9132,1.0,True,0,3,98034,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,201411,1450,2
3626039187,395000.0,2.0,1.0,770,6000,1.0,True,0,3,98117,770,0,1953,0,98117,47.6999,-122.36399999999999,1710,6000,201504,1710,2
3524049083,445000.0,4.0,1.75,2100,4400,1.5,True,0,5,98118,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,201411,2100,3
3275860240,770000.0,3.0,2.25,2910,10204,2.0,True,0,3,98052,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,201406,2910,3
4389200955,1450000.0,4.0,2.75,2750,17789,1.5,True,0,3,98004,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,201503,3060,3
4058801670,445000.0,3.0,2.25,2100,8201,1.0,True,2,3,98178,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,201407,2100,3
8732020310,260000.0,4.0,2.25,2160,8811,1.0,True,0,3,98023,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,201407,2160,2
2331300505,822500.0,5.0,3.5,2320,4960,2.0,True,0,5,98103,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,201406,2320,3
7853210060,430000.0,4.0,2.5,2070,4310,2.0,True,0,3,98065,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,201504,1970,3
3668000070,212000.0,3.0,1.75,1060,7875,1.0,True,0,4,98092,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,201501,1420,1
9545240070,660500.0,4.0,2.25,2010,9603,1.0,True,0,3,98027,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,201504,2060,3
1243100136,784000.0,3.0,3.5,3950,111078,1.5,True,0,3,98052,2460,1490,1989,0,98052,47.696999999999996,-122.072,2480,88500,201406,3950,3
8929000270,453246.0,3.0,2.5,2010,2287,2.0,True,0,3,98029,1390,620,2014,0,98029,47.5517,-121.99799999999999,1690,1662,201405,2010,3
2767602356,675000.0,4.0,3.5,2140,2278,3.0,True,0,3,98107,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,201501,1540,3
921049315,199000.0,3.0,1.75,1320,17390,1.0,True,0,4,98003,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,201408,1320,1
3655000070,220000.0,4.0,1.75,2020,7840,1.0,True,0,3,98003,1010,1010,1968,0,98003,47.3309,-122.29899999999999,1750,8140,201408,2020,1
4027700812,452000.0,4.0,2.25,2590,10002,1.0,True,0,4,98028,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,201405,2590,3
3992700335,382500.0,2.0,1.0,1190,4440,1.0,True,0,3,98125,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,201407,1190,2
2767603505,519950.0,3.0,2.25,1170,1249,3.0,True,0,3,98107,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,201405,1170,3
4232901525,665000.0,2.0,1.0,1110,3200,1.0,True,0,3,98119,1110,0,1925,0,98119,47.6338,-122.35799999999999,1170,3600,201406,1110,3
1777500060,527700.0,5.0,2.5,2820,9375,1.0,True,0,4,98006,1550,1270,1968,0,98006,47.5707,-122.12799999999999,2820,9375,201407,2820,3
1432900240,205000.0,3.0,1.0,1610,8579,1.0,True,0,4,98058,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,201505,1610,1
6140100875,420000.0,3.0,1.0,1060,8097,1.0,True,0,4,98133,940,120,1923,0,98133,47.7144,-122.351,1560,7940,201504,1560,3
6071600370,500000.0,4.0,2.25,2030,8517,1.0,True,0,4,98006,1380,650,1961,0,98006,47.5495,-122.17399999999999,2230,8824,201502,2230,3
1526069017,921500.0,4.0,2.5,3670,315374,2.0,True,0,4,98077,3670,0,1994,0,98077,47.7421,-122.02600000000001,2840,87991,201412,3670,3
809001525,890000.0,4.0,1.0,2550,4000,2.0,True,0,3,98109,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,201406,2550,3
3224079105,430000.0,2.0,2.5,2420,60984,2.0,True,0,3,98027,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,201408,2420,3
8075400570,258000.0,5.0,2.0,2260,12500,1.0,True,0,4,98032,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,201410,2260,2
1994200024,511000.0,3.0,1.0,1430,3455,1.0,True,0,3,98103,980,450,1947,0,98103,47.6873,-122.336,1450,4599,201411,1430,3
3362900810,532170.0,3.0,2.0,1360,3090,2.0,True,0,3,98103,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,201408,1360,3
1324300398,560000.0,3.0,1.0,1110,5000,1.5,True,0,3,98107,1110,0,1947,0,98107,47.655,-122.359,1420,5000,201504,1420,3
537000445,282950.0,3.0,1.0,1250,8200,1.0,True,0,4,98003,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,201503,1680,2
7855801670,2250000.0,4.0,3.25,5180,19850,2.0,True,3,3,98006,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,201504,3160,3
7920100045,350000.0,1.0,1.0,700,5100,1.0,True,0,3,98115,700,0,1942,0,98115,47.678999999999995,-122.3,1010,5100,201405,700,2
8960000030,215000.0,3.0,1.0,1180,7669,1.0,True,0,4,98058,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,201407,1180,1
6388930390,650000.0,5.0,3.5,3960,25245,2.0,True,0,3,98056,2500,1460,1996,0,98056,47.525,-122.17200000000001,2640,13675,201411,3960,3
8731900200,320000.0,4.0,2.75,2640,7500,1.0,True,0,3,98023,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,201408,2640,2
8029200135,247000.0,3.0,2.0,1270,7198,1.5,True,0,3,98022,1270,0,1916,2013,98022,47.2086,-121.99600000000001,1160,7198,201411,1270,2
1081200350,320000.0,4.0,1.75,1760,11180,1.0,True,0,4,98059,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,201410,1760,2
84000105,255000.0,5.0,2.25,2060,8632,1.0,True,0,3,98146,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,201405,2060,2
3756500060,438000.0,3.0,1.75,1780,9660,1.0,True,0,3,98034,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,201503,1200,3
7215720160,900000.0,3.0,2.5,3400,16603,2.0,True,0,3,98075,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,201503,3400,3
3574800520,441000.0,3.0,2.75,1910,7280,1.0,True,0,3,98034,1160,750,1979,0,98034,47.7319,-122.22399999999999,1710,8152,201406,1910,3
2617300160,420000.0,3.0,2.0,2020,38332,1.0,True,0,4,98027,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,201408,2020,3
2558660270,370000.0,3.0,1.75,1580,7000,1.0,True,0,3,98034,1180,400,1976,0,98034,47.7209,-122.16799999999999,1640,7500,201412,1580,2
2009000370,269950.0,2.0,1.75,1340,7250,1.0,True,0,5,98198,700,640,1949,0,98198,47.408,-122.32700000000001,1830,9750,201502,1830,2
1836980160,807100.0,4.0,2.5,2680,4499,2.0,True,0,3,98006,2680,0,1999,0,98006,47.565,-122.125,2920,4500,201503,2920,3
3261020370,653000.0,3.0,2.5,2680,9750,1.0,True,0,4,98034,1610,1070,1979,0,98034,47.7028,-122.23100000000001,2480,8750,201406,2680,3
1755700060,371500.0,3.0,2.0,1370,8336,1.0,True,0,5,98133,1370,0,1964,0,98133,47.7458,-122.331,1770,7288,201406,1370,2
4330600435,284000.0,3.0,1.75,1560,21000,1.0,True,0,3,98166,1560,0,1954,0,98166,47.4776,-122.337,1070,7920,201503,1070,2
9542800700,272000.0,3.0,1.75,2160,7140,1.0,True,0,4,98023,1670,490,1978,0,98023,47.3026,-122.374,1930,7350,201501,1930,2
1999700045,313000.0,3.0,1.5,1340,7912,1.5,True,0,3,98133,1340,0,1955,0,98133,47.7658,-122.339,1480,7940,201405,1340,2
1762600070,917500.0,4.0,2.5,3880,35003,2.0,True,0,3,98033,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230,201501,3740,3
1687900520,673000.0,4.0,2.25,2590,8190,2.0,True,0,4,98006,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,201409,2590,3
7234600798,425000.0,3.0,2.5,1120,1100,2.0,True,0,3,98122,820,300,2008,0,98122,47.6106,-122.31,1590,1795,201502,1590,3
3881900445,399950.0,5.0,2.75,1970,5400,1.0,True,0,3,98144,1320,650,1986,0,98144,47.5868,-122.30799999999999,1280,2150,201407,1970,2
2254502445,385000.0,3.0,1.0,1220,4800,1.0,True,0,3,98122,1220,0,1901,0,98122,47.6101,-122.307,1200,4800,201405,1220,2
5437810320,269950.0,3.0,1.5,1950,7560,1.0,True,2,4,98022,1320,630,1975,0,98022,47.1976,-121.999,1950,8941,201411,1950,2
9158100075,330000.0,2.0,1.0,1350,8220,1.0,True,0,3,98177,1060,290,1949,0,98177,47.7224,-122.35799999999999,1540,8280,201501,1540,2
3830630310,260000.0,3.0,2.5,1670,5797,2.0,True,0,3,98030,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,201407,1670,2
8123100045,470000.0,4.0,3.0,2380,5125,1.5,True,0,4,98126,1680,700,1925,0,98126,47.5384,-122.376,1410,5375,201504,1410,3
3127200041,589000.0,4.0,3.0,2440,9600,2.0,True,0,5,98034,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,201406,2440,3
